ProfessorID,Type,Authors,Paper_Title,Year,Journal_Conference,Processed_Title,Keywords
13,Journal,"19- Kazemzadeh M, Alighanbari A (2017/7)",Three-Dimensional Implementation of Transformation Optics Using a Tetrahedron-based Meshing Technique and Homogeneous Materials ,,,three dimensional implementation transformation optics using tetrahedron based meshing technique homogeneous materials,"using, based"
13,Journal,"20- Rouzegar , Alighanbari A, Ramahi O (2017/4)",Wideband Uniplanar Artificial Magnetic Conductors Based on Curved Coupled Microstrip Line Resonators ,,,wideband uniplanar artificial magnetic conductors based curved coupled microstrip line resonators,based
13,Journal,"21- Farmani A, Yavarian M, Alighanbari A, Miri M, Sheikhi M (2017/11)",Tunable graphene plasmonic Y-branch switch in the terahertz region using hexagonal boron nitride with electric and magnetic biasing ,,,tunable graphene plasmonic branch switch terahertz region using hexagonal boron nitride electric magnetic biasing,using
13,Journal,"22- Gholipour V, Moshiri S, Alighanbari A, Yahaghi A (2016/6)",Highly Selective Wideband Bandpass Filter Using Combined Microstrip/Coplanar Waveguide Structure ,,,highly selective wideband bandpass filter using combined microstrip coplanar waveguide structure,using
13,Journal,"23- Sharaf gharachooloo R, Daneshmandi O, Ghayour R, Alighanbari A (2016/4)",A new GaAs Metal-Semiconductor-Metal Photodetector Based on Hybrid Plasmonic Structure to Improve the Optical and Electrical Responses ,,,new gaas metal semiconductor metal photodetector based hybrid plasmonic structure improve optical electrical responses,"new, based"
13,Journal,"24- Yousefi M, Alighanbari A (2015/12)",Random Plasmonic Nanowire Gratings for Enhanced Light Absorption in Organic Solar Cells ,,,random plasmonic nanowire gratings enhanced light absorption organic solar cells,
13,Journal,"25- Daneshmandi O, Alighanbari A, Gharavi A (2014/9)",Characteristics of New Hybrid Plasmonic Bragg Reflectors Based on Sinusoidal and Triangular Gratings ,,,characteristics new hybrid plasmonic bragg reflectors based sinusoidal triangular gratings,"new, based"
13,Journal,"26- Parhizkar N, Masnadi-Shirazi M, Alighanbari A, Sheikhi A (2014/1)",Adaptive Nulling of a Linear Dipole Array in the Presence of Mutual Coupling ,,,adaptive nulling linear dipole array presence mutual coupling,
13,Journal,"27- Parhizgar N, Alighanbari A, Masnadi-Shirazi M, Sheikhi A (2013/8)",Mutual coupling compensation for a practical VHF/UHF Yagi-Uda antenna array+ ,,,mutual coupling compensation practical vhf uhf yagi uda antenna array,
13,Journal,"28- Parhizkar N, Alighanbari A, Masnadi-Shirazi M, Sheikhi A (2013/3)",-A Modified Decoupling Scheme for Receiving Antenna Arrays with Application toDOA Estimation- ,,,modified decoupling scheme receiving antenna arrays application todoa estimation,
13,Journal,"29- Parhizgar N, Alighanbari A, Masnadi-Shirazi M, Sheikhi A (2013/3)",A Modified Decoupling Scheme for Receiving Antenna Arrays with Application toDOA Estimation. ,,,modified decoupling scheme receiving antenna arrays application todoa estimation,
13,Journal,"30- Parhzgar N, Alighanbari A, Masnadi-Shirazi M, Sheikhi A (2013/0)",Mutual coupling compensation for a practical VHF/UHF Yagi-Uda antenna array. ,,,mutual coupling compensation practical vhf uhf yagi uda antenna array,
13,Journal,"31- Vahidi V, Alighanbari A (2012/4)",TWO NOVEL METHODS FOR ACCURATE NLOS DETECTION BASED ON CHANNEL STATISTICS ,,,two novel methods accurate nlos detection based channel statistics,based
13,Journal,"32- Vahidi V, Alighanbari A, Haghnegahdar A (2012/3)",Channel-based Optimization of Transmit-Receive Parameters for Accurate Ranging in UWB Sensor Networks ,,,channel based optimization transmit receive parameters accurate ranging uwb sensor networks,based
13,Journal,"33- Parhizgar N, Alighanbari A, Masnadi-Shirazi M, Sheikhi A (2012/0)",A modified decoupling scheme for receiving antenna arrays with application to DOA estimation.. ,,,modified decoupling scheme receiving antenna arrays application doa estimation,
13,Journal,"34- Alighanbari A, Sarris C (2009/1)",Parallel Time-Domain Full-Wave Analysis and System-Level Modeling of Ultrawideband Indoor Communication Systems ,,,parallel time domain full wave analysis system level modeling ultrawideband indoor communication systems,analysis
13,Journal,"35- Alighanbari A, Sarris C (2007/8)",Rigorous and Efficient Time-Domain Modeling of Electromagnetic Wave Propagation and Fading Statistics in Indoor Wireless Channels ,,,rigorous efficient time domain modeling electromagnetic wave propagation fading statistics indoor wireless channels,
13,Journal,"36- Alighanbari A, Sarris C (2006/8)",Dispersion Properties and Applications of the Coifman Scaling Function Based S-MRTD ,,,dispersion properties applications coifman scaling function based mrtd,based
13,Journal,"37- Alighanbari A, Sarris C (2006/1)",An Unconditionally Stable Laguerre-Based S-MRTD Time-Domain Scheme ,,,unconditionally stable laguerre based mrtd time domain scheme,based
13,Journal,"38- Karimi darmiyan E, Alighanbari A (1399/0)",Simulation and Fabrication of Microwave S-Band LowPhase Noise Oscillator Using Pentagonal Shaped Substrate Integrated Waveguide (SIW) Resonator ,,,simulation fabrication microwave band lowphase noise oscillator using pentagonal shaped substrate integrated waveguide siw resonator,using
13,Conference,"1-Vahidi V, Alighanbari A",Channel-based optimization of transmit-receive parameters for accurate estimation of TOA in UWB positioning sensor networks ,,,channel based optimization transmit receive parameters accurate estimation toa uwb positioning sensor networks,based
13,Conference,"2-Vahidi V, Alighanbari A",Evaluation of several anchore placement senarios and positioning methodologies in wireless sensor networks ,,,evaluation several anchore placement senarios positioning methodologies wireless sensor networks,
13,Conference,3-Alighanbari A,A 3D Conformal S-MRTD Formulation for Electromagnetic Scattering Problems Containing Curved Perfectly Conducting Objects ,,,3d conformal mrtd formulation electromagnetic scattering problems containing curved perfectly conducting objects,
13,Conference,"4-Marzban M, Alighanbari A",Wideband and Multi-band Frequency Selective Surfaces for Microwave Shielding ,,,wideband multi band frequency selective surfaces microwave shielding,
13,Conference,"5-Tayebi M, Dastranj A, Alighanbari A",Ultra Wide Band Antipodal Vivaldi Antenna with Taperd Triangular Corrugated Edges ,,,ultra wide band antipodal vivaldi antenna taperd triangular corrugated edges,
13,Conference,"6-Kazemzadeh M, Alighanbari A",Design of High-Gain Horn Antenna with Transformation Optics and Metamaterials ,,,design high gain horn antenna transformation optics metamaterials,
13,Conference,"7-Gholipour V, HajiTashakkori R, Alighanbari A",A Compact Narrowband Filter with Wide Stopband using CSRRs and Stub-Line Loading ,,,compact narrowband filter wide stopband using csrrs stub line loading,using
13,Conference,"8-Rouzegar , Alighanbari A",A Novel Wideband Uniplanar AMC ,,,novel wideband uniplanar amc,
14,Journal,"1- Feizpour E, Tahayori H, Sami A (2023/4)",CoBRA without experts: New paradigm for software development effort estimation using COCOMO metrics ,,,cobra without experts new paradigm software development effort estimation using cocomo metrics,"new, using"
14,Journal,"2- Forootani A, Rastegar M, Sami A (2022/9)",Short-term individual residential load forecasting using an enhanced machine learning-based approach based on a feature engineering framework: A comparative study with deep learning methods ,,,short term individual residential load forecasting using enhanced machine learning based approach based feature engineering framework comparative study deep learning methods,"study, using, approach, based"
14,Journal,"3- Moezzi S, Ghaedi A, Rahmanian M, Mousavi S, Sami A (2022/8)",Application of Deep Learning in Generating Structured Radiology Reports: A Transformer-Based Technique ,,,application deep learning generating structured radiology reports transformer based technique,based
14,Journal,"4- Mousavi S, Rahmanian M, Sami A (2022/6)","Organ-specific or personalized treatment for COVID-19: rationale, evidence, and potential candidates ",,,organ specific personalized treatment covid 19 rationale evidence potential candidates,
14,Journal,"5- Dehbozorgi M, Rastegar M, Sami A (2022/2)",Data mining-based cause identification of momentary outages in power distribution systems ,,,data mining based cause identification momentary outages power distribution systems,based
14,Journal,"6- Azouji N, Sami A, Taheri M (2022/10)",EfficientMask-Net for face authentication in the era of COVID-19 pandemic ,,,efficientmask net face authentication era covid 19 pandemic,
14,Journal,"7- Honarvar A, Sami A (2021/9)",Particular matter prediction using synergy of multiple source urban big data in smart cities ,,,particular matter prediction using synergy multiple source urban big data smart cities,using
14,Journal,"8- Azouji N, Sami A, Taheri M, Müller H (2021/12)",A Large Margin Piecewise Linear Classifier with Fusion of Deep Features in the Diagnosis of COVID-19 ,,,large margin piecewise linear classifier fusion deep features diagnosis covid 19,
14,Journal,"9- عرشيا ا, Shadravan S, Solhjoo A, Sakhteman A, Sami A (2021/10)","De Novo design of Novel protease inhibitor candidates in the treatment of SARS-CoV-2 using deep learning, docking, and molecular dynamic simulations ",,,de novo design novel protease inhibitor candidates treatment sars cov 2 using deep learning docking molecular dynamic simulations,using
14,Journal,"10- Bashkari M, Sami A, Rastegar M (2021/1)",Outage Cause Detection in Power Distribution Systems based on Data Mining ,,,outage cause detection power distribution systems based data mining,based
14,Journal,"11- Khalafi Z, Dehghani M, Khalili A, Sami A, Vafamand N, Dragicevic T (2021/0)","Intrusion Detection, Measurement Correction, and Attack Localization of PMU Networks ",,,intrusion detection measurement correction attack localization pmu networks,
14,Journal,"12- Mousavi S, Rahmanian M, Sami A (2020/12)",A connectivity map-based drug repurposing study and integrative analysis of transcriptomic profiling of SARS-CoV-2 infection ,,,connectivity map based drug repurposing study integrative analysis transcriptomic profiling sars cov 2 infection,"study, analysis, based"
14,Journal,"13- Firouraghi N, Ezzatzadegan-Jahromi S, Sami A, شريفيان (2020/0)",Duration of Vascular Access Usage and Patient Survival in the First Year of Hemodialysis ,,,duration vascular access usage patient survival first year hemodialysis,
14,Journal,"14- Verdi M, Sami A, Akhoundali J, Khomh F, Uddin G, KaramiMotlagh A (2020/0)",An Empirical Study of C++ Vulnerabilities in Crowd-Sourced Code Examples ,,,empirical study c vulnerabilities crowd sourced code examples,study
14,Journal,"15- Honarvar A, Sami A (2019/9)","Towards Sustainable Smart City by Particulate Matter Prediction Using Urban Big Data, Excluding Expensive Air Pollution Infrastructures ",,,towards sustainable smart city particulate matter prediction using urban big data excluding expensive air pollution infrastructures,using
14,Journal,"16- Kargarfard F, Sami A, Hemmatzadeh F, Ebrahimie E (2019/5)",Identifying mutation positions in all segments of influenza genome enables better differentiation between pandemic and seasonal strains ,,,identifying mutation positions segments influenza genome enables better differentiation pandemic seasonal strains,
14,Journal,"17- Honarvar A, Sami A (2019/2)",Multi-source dataset for urban computing in a Smart City ,,,multi source dataset urban computing smart city,
14,Journal,"18- Fatehi M, Sami A (2019/12)",Added Value of Structured Reporting for Medical Practice and Management ,,,added value structured reporting medical practice management,
14,Journal,"19- Bashkari M, Sami A, Rastegar M, Bordbari M (2019/0)",Distribution Power System Outage Diagnosis based on Root Cause Analysis ,,,distribution power system outage diagnosis based root cause analysis,"analysis, based"
14,Journal,"20- Khalili A, Sami A, Khozaei A, Pouresmaeeli S (2018/9)",SIDS: State-based intrusion detection for stage-based cyber physical systems ,,,sids state based intrusion detection stage based cyber physical systems,based
14,Journal,"21- Mohammadpourfard M, Sami A, Weng Y (2018/7)",Identification of False Data Injection Attacks With Considering the Impact of Wind Generation and Topology Reconfigurations ,,,identification false data injection attacks considering impact wind generation topology reconfigurations,
